Freq.	Id(M1)
3.26723880226314e+004	8.94870847540982e+001
3.28996424529954e+004	8.94839426477286e+001
3.31284775629253e+004	8.94807757485234e+001
3.33589043469171e+004	8.94775839031351e+001
3.35909338759394e+004	8.94743669606918e+001
3.38245772979654e+004	8.94711247656381e+001
3.40598458385088e+004	8.94678571626086e+001
3.42967508011627e+004	8.94645639931557e+001
3.45353035681430e+004	8.94612451005482e+001
3.47755156008352e+004	8.94579003267428e+001
3.50173984403450e+004	8.94545295096168e+001
3.52609637080529e+004	8.94511324837870e+001
3.55062231061724e+004	8.94477090912242e+001
3.57531884183124e+004	8.94442591669730e+001
3.60018715100433e+004	8.94407825429226e+001
3.62522843294670e+004	8.94372790522945e+001
3.65044389077910e+004	8.94337485278811e+001
3.67583473599065e+004	8.94301908017052e+001
3.70140218849706e+004	8.94266056985882e+001
3.72714747669920e+004	8.94229930507840e+001
3.75307183754216e+004	8.94193526817369e+001
3.77917651657464e+004	8.94156844179629e+001
3.80546276800886e+004	8.94119880818882e+001
3.83193185478072e+004	8.94082634976777e+001
3.85858504861058e+004	8.94045104868277e+001
3.88542363006430e+004	8.94007288675968e+001
3.91244888861477e+004	8.93969184580240e+001
3.93966212270389e+004	8.93930790767845e+001
3.96706463980491e+004	8.93892105365942e+001
3.99465775648532e+004	8.93853126568385e+001
4.02244279847001e+004	8.93813852450107e+001
4.05042110070506e+004	8.93774281150355e+001
4.07859400742180e+004	8.93734410758702e+001
4.10696287220146e+004	8.93694239360252e+001
4.13552905804014e+004	8.93653765038065e+001
4.16429393741435e+004	8.93612985830773e+001
4.19325889234693e+004	8.93571899814206e+001
4.22242531447343e+004	8.93530504973653e+001
4.25179460510901e+004	8.93488799319410e+001
4.28136817531573e+004	8.93446780898600e+001
4.31114744597038e+004	8.93404447648633e+001
4.34113384783272e+004	8.93361797547383e+001
4.37132882161424e+004	8.93318828550527e+001
4.40173381804736e+004	8.93275538590878e+001
4.43235029795514e+004	8.93231925596972e+001
4.46317973232148e+004	8.93187987454926e+001
4.49422360236177e+004	8.93143722067043e+001
4.52548339959409e+004	8.93099127318520e+001
4.55696062591082e+004	8.93054201041518e+001
4.58865679365084e+004	8.93008941101435e+001
4.62057342567218e+004	8.92963345314538e+001
4.65271205542519e+004	8.92917411499412e+001
4.68507422702619e+004	8.92871137448202e+001
4.71766149533172e+004	8.92824520937490e+001
4.75047542601315e+004	8.92777559720361e+001
4.78351759563200e+004	8.92730251540294e+001
4.81678959171562e+004	8.92682594136128e+001
4.85029301283348e+004	8.92634585213488e+001
4.88402946867399e+004	8.92586222456280e+001
4.91800058012184e+004	8.92537503574478e+001
4.95220797933585e+004	8.92488426200447e+001
4.98665330982741e+004	8.92438987993472e+001
5.02133822653942e+004	8.92389186561302e+001
5.05626439592583e+004	8.92339019526053e+001
5.09143349603169e+004	8.92288484461885e+001
5.12684721657380e+004	8.92237578971687e+001
5.16250725902183e+004	8.92186300589394e+001
5.19841533668013e+004	8.92134646858617e+001
5.23457317477002e+004	8.92082615281525e+001
5.27098251051269e+004	8.92030203391582e+001
5.30764509321265e+004	8.91977408653018e+001
5.34456268434179e+004	8.91924228532951e+001
5.38173705762400e+004	8.91870660484348e+001
5.41916999912041e+004	8.91816701921541e+001
5.45686330731516e+004	8.91762350266246e+001
5.49481879320186e+004	8.91707602888217e+001
5.53303828037058e+004	8.91652457194508e+001
5.57152360509544e+004	8.91596910515985e+001
5.61027661642287e+004	8.91540960180303e+001
5.64929917626044e+004	8.91484603501418e+001
5.68859315946630e+004	8.91427837784969e+001
5.72816045393927e+004	8.91370660296980e+001
5.76800296070956e+004	8.91313068302552e+001
5.80812259403008e+004	8.91255059016841e+001
5.84852128146842e+004	8.91196629674263e+001
5.88920096399946e+004	8.91137777457639e+001
5.93016359609863e+004	8.91078499552182e+001
5.97141114583583e+004	8.91018793098961e+001
6.01294559496994e+004	8.90958655237745e+001
6.05476893904408e+004	8.90898083083579e+001
6.09688318748147e+004	8.90837073717311e+001
6.13929036368196e+004	8.90775624220766e+001
6.18199250511928e+004	8.90713731643909e+001
6.22499166343890e+004	8.90651393009923e+001
6.26828990455661e+004	8.90588605333100e+001
6.31188930875778e+004	8.90525365585455e+001
6.35579197079731e+004	8.90461670750581e+001
6.40000000000029e+004	8.90397517750787e+001
6.44451552036329e+004	8.90332903520388e+001
6.48934067065648e+004	8.90267824952965e+001
6.53447760452633e+004	8.90202278917344e+001
6.57992849059912e+004	8.90136262279384e+001
6.62569551258511e+004	8.90069771869092e+001
6.67178086938348e+004	8.90002804485433e+001
6.71818677518793e+004	8.89935356911807e+001
6.76491545959314e+004	8.89867425926927e+001
6.81196916770181e+004	8.89799008251692e+001
6.85935016023259e+004	8.89730100614402e+001
6.90706071362865e+004	8.89660699702600e+001
6.95510312016709e+004	8.89590802179256e+001
7.00347968806905e+004	8.89520404710527e+001
7.05219274161063e+004	8.89449503886548e+001
7.10124462123453e+004	8.89378096331714e+001
7.15063768366253e+004	8.89306178597172e+001
7.20037430200871e+004	8.89233747245955e+001
7.25045686589344e+004	8.89160798799775e+001
7.30088778155825e+004	8.89087329749721e+001
7.35166947198136e+004	8.89013336574275e+001
7.40280437699418e+004	8.88938815723059e+001
7.45429495339846e+004	8.88863763619041e+001
7.50614367508437e+004	8.88788176658573e+001
7.55835303314934e+004	8.88712051210370e+001
7.61092553601777e+004	8.88635383624297e+001
7.66386370956150e+004	8.88558170232553e+001
7.71717009722122e+004	8.88480407318251e+001
7.77084726012866e+004	8.88402091146416e+001
7.82489777722960e+004	8.88323217959738e+001
7.87932424540783e+004	8.88243783980075e+001
7.93412927960988e+004	8.88163785399349e+001
