V(out)	I(R_load)	power
4.486633e+001	1.027828e+000	4.6114848e1	
4.488331e+001	9.819399e-001	4.40727165e1	
4.489947e+001	9.380828e-001	4.21194223e1	
4.491484e+001	8.961688e-001	4.02512799e1	
4.492946e+001	8.561133e-001	3.84647061e1	
4.494338e+001	8.178352e-001	3.67562753e1	
4.495664e+001	7.812568e-001	3.51226793e1	
4.496926e+001	7.463039e-001	3.35607275e1	
4.498127e+001	7.129051e-001	3.2067383e1	
4.499272e+001	6.809924e-001	3.06397028e1	
4.500362e+001	6.505002e-001	2.92748605e1	
4.501401e+001	6.213663e-001	2.7970186e1	
4.502390e+001	5.935307e-001	2.67230653e1	
4.503334e+001	5.669361e-001	2.55310234e1	
4.504233e+001	5.415279e-001	2.43916754e1	
4.505090e+001	5.172535e-001	2.33027405e1	
4.505907e+001	4.940629e-001	2.22620157e1	
4.506686e+001	4.719080e-001	2.12674118e1	
4.507429e+001	4.507429e-001	2.03169206e1	
4.508121e+001	4.305222e-001	1.94084584e1	
4.508794e+001	4.112070e-001	1.85404736e1	
4.509437e+001	3.927555e-001	1.7711061e1	
4.510049e+001	3.751296e-001	1.6918528e1	
4.510633e+001	3.582923e-001	1.61612454e1	
4.511190e+001	3.422088e-001	1.54376894e1	
4.511721e+001	3.268453e-001	1.47463431e1	
4.512228e+001	3.121699e-001	1.4085821e1	
4.512711e+001	2.981519e-001	1.34547302e1	
4.513173e+001	2.847619e-001	1.28517998e1	
4.513612e+001	2.719720e-001	1.22757639e1	
4.514032e+001	2.597554e-001	1.17254419e1	
4.514432e+001	2.480865e-001	1.11996979e1	
4.514814e+001	2.369408e-001	1.06974365e1	
4.515179e+001	2.262950e-001	1.02176259e1	
4.515527e+001	2.161267e-001	9.7592606e0	
4.515858e+001	2.064146e-001	9.321393e0	
4.516175e+001	1.971382e-001	8.9031053e0	
4.516477e+001	1.882781e-001	8.5035335e0	
4.516766e+001	1.798157e-001	8.1218538e0	
4.517041e+001	1.717331e-001	7.7572542e0	
4.517303e+001	1.640134e-001	7.4089815e0	
4.517554e+001	1.566402e-001	7.0763036e0	
4.517794e+001	1.495982e-001	6.758539e0	
4.518022e+001	1.428724e-001	6.4550096e0	
4.518240e+001	1.364487e-001	6.1650787e0	
4.518448e+001	1.303135e-001	5.8881506e0	
4.518647e+001	1.244539e-001	5.6236308e0	
4.518836e+001	1.188575e-001	5.3709781e0	
4.519017e+001	1.135126e-001	5.1296524e0	
4.519190e+001	1.084078e-001	4.8991513e0	
4.519355e+001	1.035324e-001	4.6789963e0	
4.519512e+001	9.887616e-002	4.46871931e0	
4.519662e+001	9.442914e-002	4.26787831e0	
4.519806e+001	9.018198e-002	4.0760503e0	
4.519943e+001	8.612574e-002	3.89283421e0	
4.520074e+001	8.225182e-002	3.7178433e0	
4.520198e+001	7.855205e-002	3.55070813e0	
4.520318e+001	7.501860e-002	3.39107974e0	
4.520432e+001	7.164402e-002	3.23861852e0	
4.520540e+001	6.842115e-002	3.09300502e0	
4.520644e+001	6.534319e-002	2.95393253e0	
4.520743e+001	6.240363e-002	2.82110739e0	
4.520838e+001	5.959625e-002	2.69424966e0	
4.520928e+001	5.691511e-002	2.57309105e0	
4.521014e+001	5.435454e-002	2.45737648e0	
4.521096e+001	5.190913e-002	2.34686139e0	
4.521175e+001	4.957370e-002	2.24131354e0	
4.521250e+001	4.734330e-002	2.14050899e0	
4.521322e+001	4.521322e-002	2.04423582e0	
