V(out)	I(R_load)	power
4.418720e+001	1.012270e+000	4.4729353e1	
4.440545e+001	9.714853e-001	4.31392477e1	
4.458991e+001	9.316152e-001	4.15406305e1	
4.467588e+001	8.914010e-001	3.98241203e1	
4.472045e+001	8.521306e-001	3.81076578e1	
4.475201e+001	8.143528e-001	3.64439313e1	
4.477744e+001	7.781427e-001	3.48432344e1	
4.479919e+001	7.434815e-001	3.33073697e1	
4.481842e+001	7.103241e-001	3.1835604e1	
4.483577e+001	6.786168e-001	3.0426306e1	
4.485162e+001	6.483032e-001	2.9077452e1	
4.486625e+001	6.193266e-001	2.77868675e1	
4.487981e+001	5.916311e-001	2.65522922e1	
4.489246e+001	5.651627e-001	2.53715398e1	
4.490431e+001	5.398685e-001	2.42424222e1	
4.491542e+001	5.156981e-001	2.31627965e1	
4.492588e+001	4.926025e-001	2.21305989e1	
4.493574e+001	4.705350e-001	2.11438396e1	
4.494490e+001	4.494490e-001	2.02004407e1	
4.495367e+001	4.293042e-001	1.92988011e1	
4.496198e+001	4.100581e-001	1.84370236e1	
4.496984e+001	3.916709e-001	1.76133722e1	
4.497729e+001	3.741048e-001	1.68262204e1	
4.498436e+001	3.573235e-001	1.60739668e1	
4.499106e+001	3.412921e-001	1.53550934e1	
4.499743e+001	3.259776e-001	1.46681577e1	
4.500348e+001	3.113480e-001	1.40117413e1	
4.500922e+001	2.973730e-001	1.33845277e1	
4.501468e+001	2.840234e-001	1.27852238e1	
4.501988e+001	2.712716e-001	1.22126184e1	
4.502482e+001	2.590908e-001	1.1665515e1	
4.502952e+001	2.474556e-001	1.1142808e1	
4.503399e+001	2.363417e-001	1.06434114e1	
4.503825e+001	2.257260e-001	1.01663054e1	
4.504230e+001	2.155860e-001	9.7104858e0	
4.504617e+001	2.059007e-001	9.2750397e0	
4.504984e+001	1.966497e-001	8.8590332e0	
4.505334e+001	1.878136e-001	8.4616293e0	
4.505669e+001	1.793739e-001	8.081995e0	
4.505986e+001	1.713128e-001	7.7193338e0	
4.506290e+001	1.636135e-001	7.3728952e0	
4.506578e+001	1.562597e-001	7.0419682e0	
4.506854e+001	1.492360e-001	6.7258485e0	
4.507117e+001	1.425275e-001	6.4238791e0	
4.507367e+001	1.361203e-001	6.1354413e0	
4.507606e+001	1.300008e-001	5.8599228e0	
4.507833e+001	1.241560e-001	5.5967459e0	
4.508050e+001	1.185738e-001	5.345365e0	
4.508257e+001	1.132423e-001	5.1052551e0	
4.508455e+001	1.081503e-001	4.8759088e0	
4.508643e+001	1.032870e-001	4.6568437e0	
4.508823e+001	9.864230e-002	4.44760649e0	
4.508994e+001	9.420624e-002	4.24775316e0	
4.509158e+001	8.996953e-002	4.05686847e0	
4.509314e+001	8.592320e-002	3.87454697e0	
4.509463e+001	8.205874e-002	3.70040921e0	
4.509605e+001	7.836795e-002	3.53408533e0	
4.509740e+001	7.484306e-002	3.37522733e0	
4.509870e+001	7.147662e-002	3.22350235e0	
4.509993e+001	6.826151e-002	3.07858908e0	
4.510111e+001	6.519094e-002	2.9401831e0	
4.510223e+001	6.225841e-002	2.80799326e0	
4.510331e+001	5.945774e-002	2.681741e0	
4.510433e+001	5.678299e-002	2.56115837e0	
4.510531e+001	5.422851e-002	2.44599434e0	
4.510624e+001	5.178889e-002	2.33600267e0	
4.510713e+001	4.945899e-002	2.23095293e0	
4.510798e+001	4.723386e-002	2.13062415e0	
4.510879e+001	4.510879e-002	2.03480339e0	
