V(out)	I(R3)	power
4.168972e-012	5.888829e+000	2.455036e-011	
4.415999e-012	5.888829e+000	2.600506e-011	
4.677663e-012	5.888829e+000	2.754596e-011	
4.954832e-012	5.888829e+000	2.917816e-011	
5.248424e-012	5.888829e+000	3.090707e-011	
5.559413e-012	5.888829e+000	3.273843e-011	
5.888829e-012	5.888829e+000	3.467831e-011	
6.237764e-012	5.888829e+000	3.673312e-011	
6.607375e-012	5.888829e+000	3.890970e-011	
6.998886e-012	5.888829e+000	4.121524e-011	
7.413597e-012	5.888829e+000	4.365740e-011	
7.852880e-012	5.888829e+000	4.624426e-011	
8.318192e-012	5.888829e+000	4.898441e-011	
8.811076e-012	5.888829e+000	5.188692e-011	
9.333164e-012	5.888829e+000	5.496141e-011	
9.886190e-012	5.888829e+000	5.821808e-011	
1.047198e-011	5.888829e+000	6.166772e-011	
1.109249e-011	5.888829e+000	6.532176e-011	
1.174976e-011	5.888829e+000	6.919231e-011	
1.244598e-011	5.888829e+000	7.329222e-011	
1.318345e-011	5.888829e+000	7.763505e-011	
1.396461e-011	5.888829e+000	8.223522e-011	
1.479207e-011	5.888829e+000	8.710796e-011	
1.566855e-011	5.888829e+000	9.226944e-011	
1.659698e-011	5.888829e+000	9.773675e-011	
1.758041e-011	5.888829e+000	1.035280e-010	
1.862211e-011	5.888829e+000	1.096624e-010	
1.972554e-011	5.888829e+000	1.161603e-010	
2.089435e-011	5.888829e+000	1.230433e-010	
2.213242e-011	5.888829e+000	1.303340e-010	
2.344385e-011	5.888829e+000	1.380568e-010	
2.483299e-011	5.888829e+000	1.462372e-010	
2.630443e-011	5.888829e+000	1.549023e-010	
2.786307e-011	5.888829e+000	1.640808e-010	
2.951406e-011	5.888829e+000	1.738032e-010	
3.126288e-011	5.888829e+000	1.841017e-010	
3.311532e-011	5.888829e+000	1.950104e-010	
3.507752e-011	5.888829e+000	2.065655e-010	
3.715600e-011	5.888829e+000	2.188053e-010	
3.935763e-011	5.888829e+000	2.317703e-010	
4.168972e-011	5.888829e+000	2.455036e-010	
4.415999e-011	5.888829e+000	2.600506e-010	
4.677663e-011	5.888829e+000	2.754596e-010	
4.954832e-011	5.888829e+000	2.917816e-010	
5.248424e-011	5.888829e+000	3.090707e-010	
5.559413e-011	5.888829e+000	3.273843e-010	
5.888829e-011	5.888829e+000	3.467831e-010	
6.237764e-011	5.888829e+000	3.673312e-010	
6.607374e-011	5.888829e+000	3.890970e-010	
6.998886e-011	5.888829e+000	4.121524e-010	
7.413596e-011	5.888829e+000	4.365740e-010	
7.852879e-011	5.888829e+000	4.624426e-010	
8.318192e-011	5.888829e+000	4.898441e-010	
8.811075e-011	5.888829e+000	5.188691e-010	
9.333165e-011	5.888829e+000	5.496141e-010	
9.886190e-011	5.888829e+000	5.821808e-010	
1.047198e-010	5.888829e+000	6.166771e-010	
1.109249e-010	5.888829e+000	6.532176e-010	
1.174976e-010	5.888829e+000	6.919231e-010	
1.244597e-010	5.888829e+000	7.329221e-010	
1.318345e-010	5.888829e+000	7.763506e-010	
1.396461e-010	5.888829e+000	8.223522e-010	
1.479207e-010	5.888829e+000	8.710796e-010	
1.566855e-010	5.888829e+000	9.226943e-010	
1.659698e-010	5.888829e+000	9.773674e-010	
1.758041e-010	5.888829e+000	1.035280e-009	
1.862211e-010	5.888829e+000	1.096624e-009	
1.972554e-010	5.888829e+000	1.161603e-009	
2.089435e-010	5.888829e+000	1.230433e-009	
2.213242e-010	5.888829e+000	1.303340e-009	
2.344385e-010	5.888829e+000	1.380568e-009	
2.483299e-010	5.888829e+000	1.462372e-009	
2.630443e-010	5.888829e+000	1.549023e-009	
2.786307e-010	5.888829e+000	1.640808e-009	
2.951406e-010	5.888829e+000	1.738032e-009	
3.126288e-010	5.888829e+000	1.841017e-009	
3.311532e-010	5.888829e+000	1.950104e-009	
3.507752e-010	5.888829e+000	2.065655e-009	
3.715600e-010	5.888829e+000	2.188053e-009	
3.935763e-010	5.888829e+000	2.317703e-009	
4.168972e-010	5.888829e+000	2.455036e-009	
4.415999e-010	5.888829e+000	2.600506e-009	
4.677663e-010	5.888829e+000	2.754596e-009	
4.954832e-010	5.888829e+000	2.917816e-009	
5.248424e-010	5.888829e+000	3.090707e-009	
5.559413e-010	5.888829e+000	3.273843e-009	
5.888829e-010	5.888829e+000	3.467830e-009	
6.237764e-010	5.888829e+000	3.673313e-009	
6.607375e-010	5.888829e+000	3.890970e-009	
6.998886e-010	5.888829e+000	4.121524e-009	
7.413596e-010	5.888829e+000	4.365740e-009	
7.852879e-010	5.888829e+000	4.624426e-009	
8.318192e-010	5.888829e+000	4.898441e-009	
8.811076e-010	5.888829e+000	5.188692e-009	
9.333165e-010	5.888829e+000	5.496141e-009	
9.886190e-010	5.888829e+000	5.821808e-009	
1.047198e-009	5.888829e+000	6.166772e-009	
1.109249e-009	5.888829e+000	6.532176e-009	
1.174976e-009	5.888829e+000	6.919231e-009	
1.244598e-009	5.888829e+000	7.329222e-009	
1.318345e-009	5.888829e+000	7.763505e-009	
1.396461e-009	5.888829e+000	8.223522e-009	
1.479207e-009	5.888829e+000	8.710797e-009	
1.566855e-009	5.888829e+000	9.226943e-009	
1.659697e-009	5.888829e+000	9.773674e-009	
1.758041e-009	5.888829e+000	1.035280e-008	
1.862211e-009	5.888829e+000	1.096624e-008	
1.972554e-009	5.888829e+000	1.161603e-008	
2.089435e-009	5.888829e+000	1.230433e-008	
2.213242e-009	5.888829e+000	1.303340e-008	
2.344385e-009	5.888829e+000	1.380568e-008	
2.483298e-009	5.888829e+000	1.462372e-008	
2.630443e-009	5.888829e+000	1.549023e-008	
2.786307e-009	5.888829e+000	1.640808e-008	
2.951406e-009	5.888829e+000	1.738032e-008	
3.126288e-009	5.888829e+000	1.841017e-008	
3.311532e-009	5.888829e+000	1.950104e-008	
3.507753e-009	5.888829e+000	2.065655e-008	
3.715600e-009	5.888829e+000	2.188053e-008	
3.935763e-009	5.888829e+000	2.317703e-008	
4.168971e-009	5.888829e+000	2.455036e-008	
4.415999e-009	5.888829e+000	2.600506e-008	
4.677663e-009	5.888829e+000	2.754596e-008	
4.954832e-009	5.888829e+000	2.917816e-008	
5.248424e-009	5.888829e+000	3.090707e-008	
5.559413e-009	5.888829e+000	3.273843e-008	
5.888829e-009	5.888829e+000	3.467831e-008	
6.237764e-009	5.888829e+000	3.673312e-008	
6.607375e-009	5.888829e+000	3.890970e-008	
6.998886e-009	5.888829e+000	4.121524e-008	
7.413596e-009	5.888829e+000	4.365740e-008	
7.852879e-009	5.888829e+000	4.624426e-008	
8.318191e-009	5.888829e+000	4.898441e-008	
8.811075e-009	5.888829e+000	5.188691e-008	
9.333164e-009	5.888829e+000	5.496141e-008	
9.886190e-009	5.888829e+000	5.821808e-008	
1.047198e-008	5.888829e+000	6.166772e-008	
1.109249e-008	5.888829e+000	6.532176e-008	
1.174976e-008	5.888829e+000	6.919232e-008	
1.244597e-008	5.888829e+000	7.329221e-008	
1.318345e-008	5.888829e+000	7.763505e-008	
1.396461e-008	5.888829e+000	8.223522e-008	
1.479207e-008	5.888829e+000	8.710797e-008	
1.566855e-008	5.888829e+000	9.226943e-008	
1.659697e-008	5.888829e+000	9.773674e-008	
1.758041e-008	5.888829e+000	1.035280e-007	
1.862211e-008	5.888829e+000	1.096624e-007	
1.972554e-008	5.888829e+000	1.161603e-007	
2.089435e-008	5.888829e+000	1.230433e-007	
2.213242e-008	5.888829e+000	1.303340e-007	
2.344385e-008	5.888829e+000	1.380568e-007	
2.483299e-008	5.888829e+000	1.462372e-007	
2.630443e-008	5.888829e+000	1.549023e-007	
2.786307e-008	5.888829e+000	1.640808e-007	
2.951406e-008	5.888829e+000	1.738032e-007	
3.126287e-008	5.888829e+000	1.841017e-007	
3.311532e-008	5.888829e+000	1.950104e-007	
3.507752e-008	5.888829e+000	2.065655e-007	
3.715600e-008	5.888829e+000	2.188053e-007	
3.935763e-008	5.888829e+000	2.317703e-007	
4.168972e-008	5.888829e+000	2.455036e-007	
4.415999e-008	5.888829e+000	2.600506e-007	
4.677663e-008	5.888829e+000	2.754596e-007	
4.954832e-008	5.888829e+000	2.917816e-007	
5.248424e-008	5.888829e+000	3.090707e-007	
5.559413e-008	5.888829e+000	3.273843e-007	
5.888829e-008	5.888829e+000	3.467831e-007	
6.237764e-008	5.888829e+000	3.673312e-007	
6.607375e-008	5.888829e+000	3.890970e-007	
6.998886e-008	5.888829e+000	4.121524e-007	
7.413596e-008	5.888829e+000	4.365740e-007	
7.852879e-008	5.888829e+000	4.624426e-007	
8.318192e-008	5.888829e+000	4.898441e-007	
8.811076e-008	5.888829e+000	5.188692e-007	
9.333165e-008	5.888829e+000	5.496141e-007	
9.886190e-008	5.888829e+000	5.821808e-007	
1.047198e-007	5.888829e+000	6.166772e-007	
1.109249e-007	5.888829e+000	6.532176e-007	
1.174976e-007	5.888829e+000	6.919232e-007	
1.244598e-007	5.888829e+000	7.329222e-007	
1.318345e-007	5.888829e+000	7.763505e-007	
1.396461e-007	5.888829e+000	8.223522e-007	
1.479207e-007	5.888829e+000	8.710796e-007	
1.566855e-007	5.888829e+000	9.226943e-007	
1.659698e-007	5.888829e+000	9.773674e-007	
1.758041e-007	5.888829e+000	1.035280e-006	
1.862211e-007	5.888829e+000	1.096624e-006	
1.972554e-007	5.888829e+000	1.161603e-006	
2.089435e-007	5.888829e+000	1.230433e-006	
2.213242e-007	5.888829e+000	1.303340e-006	
2.344385e-007	5.888829e+000	1.380568e-006	
2.483299e-007	5.888829e+000	1.462372e-006	
2.630443e-007	5.888829e+000	1.549023e-006	
2.786307e-007	5.888829e+000	1.640808e-006	
2.951406e-007	5.888829e+000	1.738032e-006	
3.126288e-007	5.888829e+000	1.841017e-006	
3.311532e-007	5.888829e+000	1.950104e-006	
3.507753e-007	5.888829e+000	2.065655e-006	
3.715600e-007	5.888829e+000	2.188053e-006	
3.935763e-007	5.888829e+000	2.317703e-006	
4.168972e-007	5.888829e+000	2.455036e-006	
4.415999e-007	5.888829e+000	2.600506e-006	
4.677663e-007	5.888829e+000	2.754596e-006	
4.954832e-007	5.888829e+000	2.917816e-006	
5.248424e-007	5.888829e+000	3.090707e-006	
5.559413e-007	5.888829e+000	3.273843e-006	
5.888829e-007	5.888829e+000	3.467830e-006	
6.237764e-007	5.888829e+000	3.673312e-006	
6.607374e-007	5.888829e+000	3.890970e-006	
6.998886e-007	5.888829e+000	4.121524e-006	
7.413597e-007	5.888829e+000	4.365740e-006	
7.852880e-007	5.888829e+000	4.624426e-006	
8.318192e-007	5.888829e+000	4.898441e-006	
8.811076e-007	5.888829e+000	5.188691e-006	
9.333165e-007	5.888829e+000	5.496141e-006	
9.886189e-007	5.888829e+000	5.821808e-006	
1.047198e-006	5.888829e+000	6.166772e-006	
1.109249e-006	5.888829e+000	6.532176e-006	
1.174976e-006	5.888829e+000	6.919232e-006	
1.244598e-006	5.888829e+000	7.329222e-006	
1.318345e-006	5.888829e+000	7.763505e-006	
1.396461e-006	5.888829e+000	8.223522e-006	
1.479207e-006	5.888829e+000	8.710796e-006	
1.566855e-006	5.888829e+000	9.226943e-006	
1.659697e-006	5.888829e+000	9.773674e-006	
1.758041e-006	5.888829e+000	1.035280e-005	
1.862211e-006	5.888829e+000	1.096624e-005	
1.972554e-006	5.888829e+000	1.161603e-005	
2.089435e-006	5.888829e+000	1.230433e-005	
2.213242e-006	5.888829e+000	1.303340e-005	
2.344385e-006	5.888829e+000	1.380568e-005	
2.483299e-006	5.888829e+000	1.462372e-005	
2.630443e-006	5.888829e+000	1.549023e-005	
2.786307e-006	5.888829e+000	1.640808e-005	
2.951406e-006	5.888829e+000	1.738032e-005	
3.126288e-006	5.888829e+000	1.841017e-005	
3.311532e-006	5.888829e+000	1.950104e-005	
3.507752e-006	5.888829e+000	2.065655e-005	
3.715600e-006	5.888829e+000	2.188053e-005	
3.935763e-006	5.888829e+000	2.317703e-005	
4.168971e-006	5.888829e+000	2.455036e-005	
4.415999e-006	5.888829e+000	2.600506e-005	
4.677663e-006	5.888829e+000	2.754596e-005	
4.954832e-006	5.888829e+000	2.917816e-005	
5.248424e-006	5.888829e+000	3.090707e-005	
5.559413e-006	5.888829e+000	3.273843e-005	
5.888829e-006	5.888829e+000	3.467831e-005	
6.237764e-006	5.888829e+000	3.673312e-005	
6.607375e-006	5.888829e+000	3.890970e-005	
6.998886e-006	5.888829e+000	4.121524e-005	
7.413596e-006	5.888829e+000	4.365740e-005	
7.852879e-006	5.888829e+000	4.624426e-005	
8.318192e-006	5.888829e+000	4.898441e-005	
8.811076e-006	5.888829e+000	5.188691e-005	
9.333165e-006	5.888829e+000	5.496141e-005	
9.886189e-006	5.888829e+000	5.821808e-005	
1.047198e-005	5.888829e+000	6.166771e-005	
1.109249e-005	5.888829e+000	6.532176e-005	
1.174976e-005	5.888829e+000	6.919232e-005	
1.244598e-005	5.888829e+000	7.329222e-005	
1.318345e-005	5.888829e+000	7.763505e-005	
1.396461e-005	5.888829e+000	8.223522e-005	
1.479207e-005	5.888829e+000	8.710796e-005	
1.566855e-005	5.888829e+000	9.226944e-005	
1.659697e-005	5.888829e+000	9.773674e-005	
1.758041e-005	5.888829e+000	1.035280e-004	
1.862211e-005	5.888829e+000	1.096624e-004	
1.972554e-005	5.888829e+000	1.161603e-004	
2.089435e-005	5.888829e+000	1.230433e-004	
2.213242e-005	5.888829e+000	1.303340e-004	
2.344385e-005	5.888829e+000	1.380568e-004	
2.483299e-005	5.888829e+000	1.462372e-004	
2.630443e-005	5.888829e+000	1.549023e-004	
2.786307e-005	5.888829e+000	1.640808e-004	
2.951406e-005	5.888829e+000	1.738032e-004	
3.126288e-005	5.888829e+000	1.841017e-004	
3.311532e-005	5.888829e+000	1.950104e-004	
3.507752e-005	5.888829e+000	2.065655e-004	
3.715600e-005	5.888829e+000	2.188053e-004	
3.935763e-005	5.888829e+000	2.317703e-004	
4.168972e-005	5.888829e+000	2.455036e-004	
4.415999e-005	5.888829e+000	2.600506e-004	
4.677663e-005	5.888829e+000	2.754596e-004	
4.954832e-005	5.888829e+000	2.917816e-004	
5.248424e-005	5.888829e+000	3.090707e-004	
5.559413e-005	5.888829e+000	3.273843e-004	
5.888829e-005	5.888829e+000	3.467831e-004	
6.237764e-005	5.888829e+000	3.673312e-004	
6.607375e-005	5.888829e+000	3.890970e-004	
6.998886e-005	5.888829e+000	4.121524e-004	
7.413596e-005	5.888829e+000	4.365740e-004	
7.852879e-005	5.888829e+000	4.624426e-004	
8.318192e-005	5.888829e+000	4.898441e-004	
8.811076e-005	5.888829e+000	5.188691e-004	
9.333165e-005	5.888829e+000	5.496141e-004	
9.886189e-005	5.888829e+000	5.821808e-004	
1.047198e-004	5.888829e+000	6.166772e-004	
1.109249e-004	5.888829e+000	6.532176e-004	
1.174976e-004	5.888829e+000	6.919232e-004	
1.244598e-004	5.888829e+000	7.329222e-004	
1.318345e-004	5.888829e+000	7.763505e-004	
1.396461e-004	5.888829e+000	8.223522e-004	
1.479207e-004	5.888829e+000	8.710797e-004	
1.566855e-004	5.888829e+000	9.226944e-004	
1.659697e-004	5.888829e+000	9.773674e-004	
1.758041e-004	5.888829e+000	1.035280e-003	
1.862211e-004	5.888829e+000	1.096624e-003	
1.972554e-004	5.888829e+000	1.161603e-003	
2.089435e-004	5.888829e+000	1.230433e-003	
2.213242e-004	5.888829e+000	1.303340e-003	
2.344385e-004	5.888829e+000	1.380568e-003	
2.483299e-004	5.888829e+000	1.462372e-003	
2.630443e-004	5.888829e+000	1.549023e-003	
2.786307e-004	5.888829e+000	1.640808e-003	
2.951406e-004	5.888829e+000	1.738032e-003	
3.126287e-004	5.888829e+000	1.841017e-003	
3.311532e-004	5.888829e+000	1.950104e-003	
3.507752e-004	5.888829e+000	2.065655e-003	
3.715600e-004	5.888829e+000	2.188053e-003	
3.935763e-004	5.888829e+000	2.317703e-003	
4.168971e-004	5.888829e+000	2.455036e-003	
4.415999e-004	5.888829e+000	2.600506e-003	
4.677663e-004	5.888829e+000	2.754596e-003	
4.954832e-004	5.888829e+000	2.917816e-003	
5.248424e-004	5.888829e+000	3.090707e-003	
5.559413e-004	5.888829e+000	3.273843e-003	
5.888829e-004	5.888829e+000	3.467830e-003	
6.237764e-004	5.888829e+000	3.673312e-003	
6.607375e-004	5.888829e+000	3.890970e-003	
6.998886e-004	5.888829e+000	4.121524e-003	
7.413596e-004	5.888829e+000	4.365740e-003	
7.852879e-004	5.888829e+000	4.624426e-003	
8.318191e-004	5.888829e+000	4.898440e-003	
8.811075e-004	5.888829e+000	5.188691e-003	
9.333164e-004	5.888829e+000	5.496141e-003	
9.886189e-004	5.888829e+000	5.821808e-003	
1.047198e-003	5.888829e+000	6.166772e-003	
1.109249e-003	5.888829e+000	6.532176e-003	
1.174976e-003	5.888829e+000	6.919231e-003	
1.244597e-003	5.888829e+000	7.329221e-003	
1.318344e-003	5.888829e+000	7.763505e-003	
1.396461e-003	5.888829e+000	8.223521e-003	
1.479207e-003	5.888829e+000	8.710796e-003	
1.566855e-003	5.888829e+000	9.226943e-003	
1.659697e-003	5.888828e+000	9.773673e-003	
1.758041e-003	5.888828e+000	1.035280e-002	
1.862211e-003	5.888828e+000	1.096624e-002	
1.972554e-003	5.888828e+000	1.161603e-002	
2.089435e-003	5.888828e+000	1.230433e-002	
2.213242e-003	5.888828e+000	1.303340e-002	
2.344385e-003	5.888828e+000	1.380568e-002	
2.483298e-003	5.888828e+000	1.462372e-002	
2.630443e-003	5.888828e+000	1.549023e-002	
2.786306e-003	5.888828e+000	1.640808e-002	
2.951405e-003	5.888828e+000	1.738032e-002	
3.126287e-003	5.888828e+000	1.841017e-002	
3.311531e-003	5.888828e+000	1.950104e-002	
3.507752e-003	5.888828e+000	2.065655e-002	
3.715599e-003	5.888828e+000	2.188052e-002	
3.935762e-003	5.888828e+000	2.317703e-002	
4.168971e-003	5.888828e+000	2.455035e-002	
4.415998e-003	5.888828e+000	2.600505e-002	
4.677662e-003	5.888828e+000	2.754595e-002	
4.954831e-003	5.888828e+000	2.917815e-002	
5.248423e-003	5.888828e+000	3.090706e-002	
5.559412e-003	5.888828e+000	3.273842e-002	
5.888828e-003	5.888827e+000	3.467829e-002	
6.237763e-003	5.888827e+000	3.673311e-002	
6.607373e-003	5.888827e+000	3.890968e-002	
6.998884e-003	5.888827e+000	4.121522e-002	
7.413594e-003	5.888827e+000	4.365738e-002	
7.852877e-003	5.888827e+000	4.624424e-002	
8.318190e-003	5.888827e+000	4.898438e-002	
8.811072e-003	5.888827e+000	5.188688e-002	
9.333162e-003	5.888827e+000	5.496137e-002	
9.886186e-003	5.888826e+000	5.821803e-002	
1.047198e-002	5.888826e+000	6.166767e-002	
1.109248e-002	5.888826e+000	6.532170e-002	
1.174975e-002	5.888826e+000	6.919225e-002	
1.244597e-002	5.888826e+000	7.329215e-002	
1.318344e-002	5.888826e+000	7.763498e-002	
1.396461e-002	5.888825e+000	8.223513e-002	
1.479206e-002	5.888825e+000	8.710786e-002	
1.566854e-002	5.888825e+000	9.226933e-002	
1.659696e-002	5.888825e+000	9.773661e-002	
1.758040e-002	5.888825e+000	1.035279e-001	
1.862210e-002	5.888824e+000	1.096623e-001	
1.972553e-002	5.888824e+000	1.161602e-001	
2.089434e-002	5.888824e+000	1.230431e-001	
2.213240e-002	5.888824e+000	1.303338e-001	
2.344383e-002	5.888824e+000	1.380566e-001	
2.483296e-002	5.888823e+000	1.462369e-001	
2.630441e-002	5.888823e+000	1.549020e-001	
2.786304e-002	5.888822e+000	1.640805e-001	
2.951402e-002	5.888822e+000	1.738028e-001	
3.126284e-002	5.888822e+000	1.841013e-001	
3.311528e-002	5.888821e+000	1.950099e-001	
3.507748e-002	5.888821e+000	2.065650e-001	
3.715594e-002	5.888820e+000	2.188047e-001	
3.935757e-002	5.888820e+000	2.317696e-001	
4.168965e-002	5.888819e+000	2.455028e-001	
4.415991e-002	5.888818e+000	2.600497e-001	
4.677654e-002	5.888818e+000	2.754585e-001	
4.954822e-002	5.888817e+000	2.917804e-001	
5.248413e-002	5.888816e+000	3.090694e-001	
5.559400e-002	5.888816e+000	3.273829e-001	
5.888815e-002	5.888815e+000	3.467814e-001	
6.237748e-002	5.888814e+000	3.673294e-001	
6.607357e-002	5.888813e+000	3.890950e-001	
6.998867e-002	5.888813e+000	4.121501e-001	
7.413574e-002	5.888812e+000	4.365714e-001	
7.852855e-002	5.888810e+000	4.624397e-001	
8.318164e-002	5.888809e+000	4.898408e-001	
8.811045e-002	5.888808e+000	5.188655e-001	
9.333130e-002	5.888807e+000	5.496100e-001	
9.886150e-002	5.888805e+000	5.821761e-001	
1.047194e-001	5.888804e+000	6.166720e-001	
1.109244e-001	5.888803e+000	6.532118e-001	
1.174970e-001	5.888801e+000	6.919166e-001	
1.244591e-001	5.888800e+000	7.329149e-001	
1.318338e-001	5.888798e+000	7.763424e-001	
1.396454e-001	5.888796e+000	8.223430e-001	
1.479198e-001	5.888794e+000	8.710693e-001	
1.566846e-001	5.888792e+000	9.226828e-001	
1.659686e-001	5.888790e+000	9.773544e-001	
1.758028e-001	5.888787e+000	1.035266e+000	
1.862197e-001	5.888785e+000	1.096608e+000	
1.972539e-001	5.888783e+000	1.161585e+000	
2.089418e-001	5.888780e+000	1.230412e+000	
2.213223e-001	5.888777e+000	1.303317e+000	
2.344363e-001	5.888773e+000	1.380542e+000	
2.483274e-001	5.888770e+000	1.462343e+000	
2.630416e-001	5.888767e+000	1.548990e+000	
2.786276e-001	5.888763e+000	1.640772e+000	
2.951371e-001	5.888759e+000	1.737991e+000	
3.126248e-001	5.888755e+000	1.840971e+000	
3.311488e-001	5.888751e+000	1.950053e+000	
3.507703e-001	5.888746e+000	2.065597e+000	
3.715544e-001	5.888741e+000	2.187988e+000	
3.935701e-001	5.888736e+000	2.317630e+000	
4.168902e-001	5.888731e+000	2.454954e+000	
4.415920e-001	5.888725e+000	2.600414e+000	
4.677575e-001	5.888719e+000	2.754492e+000	
4.954734e-001	5.888712e+000	2.917700e+000	
5.248314e-001	5.888705e+000	3.090577e+000	
5.559289e-001	5.888698e+000	3.273697e+000	
5.888690e-001	5.888690e+000	3.467667e+000	
6.237608e-001	5.888681e+000	3.673128e+000	
6.607199e-001	5.888673e+000	3.890764e+000	
6.998690e-001	5.888663e+000	4.121293e+000	
7.413376e-001	5.888654e+000	4.365480e+000	
7.852632e-001	5.888643e+000	4.624135e+000	
8.317914e-001	5.888632e+000	4.898114e+000	
8.810764e-001	5.888621e+000	5.188325e+000	
9.332815e-001	5.888608e+000	5.495730e+000	
9.885798e-001	5.888595e+000	5.821346e+000	
1.047154e+000	5.888581e+000	6.166253e+000	
1.109199e+000	5.888566e+000	6.531594e+000	
1.174920e+000	5.888551e+000	6.918579e+000	
1.244535e+000	5.888535e+000	7.328489e+000	
1.318275e+000	5.888517e+000	7.762684e+000	
1.396383e+000	5.888499e+000	8.222600e+000	
1.479119e+000	5.888479e+000	8.709762e+000	
1.566757e+000	5.888458e+000	9.225782e+000	
1.659587e+000	5.888436e+000	9.772371e+000	
1.757917e+000	5.888413e+000	1.035134e+001	
1.862072e+000	5.888388e+000	1.096460e+001	
1.972398e+000	5.888362e+000	1.161419e+001	
2.089260e+000	5.888334e+000	1.230226e+001	
2.213045e+000	5.888305e+000	1.303109e+001	
2.344164e+000	5.888274e+000	1.380308e+001	
2.483051e+000	5.888241e+000	1.462080e+001	
2.630165e+000	5.888206e+000	1.548695e+001	
2.785995e+000	5.888169e+000	1.640441e+001	
2.951055e+000	5.888129e+000	1.737619e+001	
3.125894e+000	5.888088e+000	1.840554e+001	
3.311090e+000	5.888044e+000	1.949584e+001	
3.507257e+000	5.887997e+000	2.065072e+001	
3.715044e+000	5.887947e+000	2.187398e+001	
3.935138e+000	5.887895e+000	2.316968e+001	
4.168271e+000	5.887839e+000	2.454211e+001	
4.415212e+000	5.887780e+000	2.599579e+001	
4.676780e+000	5.887717e+000	2.753555e+001	
4.953840e+000	5.887650e+000	2.916648e+001	
5.247311e+000	5.887579e+000	3.089396e+001	
5.558163e+000	5.887504e+000	3.272371e+001	
5.887424e+000	5.887424e+000	3.466177e+001	
6.236187e+000	5.887340e+000	3.671455e+001	
6.605603e+000	5.887250e+000	3.888883e+001	
6.996896e+000	5.887154e+000	4.119180e+001	
7.411359e+000	5.887052e+000	4.363106e+001	
7.850365e+000	5.886943e+000	4.621465e+001	
8.315365e+000	5.886828e+000	4.895112e+001	
8.807897e+000	5.886704e+000	5.184948e+001	
9.329588e+000	5.886572e+000	5.491929e+001	
9.882163e+000	5.886430e+000	5.817066e+001	
1.046745e+001	5.886278e+000	6.161431e+001	
1.108737e+001	5.886114e+000	6.526155e+001	
1.174399e+001	5.885937e+000	6.912437e+001	
1.243946e+001	5.885744e+000	7.321545e+001	
1.317607e+001	5.885533e+000	7.754819e+001	
1.395625e+001	5.885301e+000	8.213672e+001	
1.478256e+001	5.885042e+000	8.699597e+001	
1.565770e+001	5.884750e+000	9.214167e+001	
1.658454e+001	5.884416e+000	9.759032e+001	
1.756607e+001	5.884026e+000	1.033592e+002	
1.860545e+001	5.883559e+000	1.094662e+002	
1.970597e+001	5.882986e+000	1.159299e+002	
2.087104e+001	5.882259e+000	1.227689e+002	
2.210415e+001	5.881305e+000	1.300012e+002	
2.340872e+001	5.880005e+000	1.376434e+002	
2.478801e+001	5.878163e+000	1.457079e+002	
2.624465e+001	5.875446e+000	1.541990e+002	
2.778002e+001	5.871277e+000	1.631042e+002	
2.939275e+001	5.864624e+000	1.723774e+002	
3.107582e+001	5.853595e+000	1.819053e+002	
3.281083e+001	5.834682e+000	1.914408e+002	
3.455771e+001	5.801563e+000	2.004887e+002	
3.624324e+001	5.744166e+000	2.081872e+002	
3.776726e+001	5.650872e+000	2.134180e+002	
3.904902e+001	5.515821e+000	2.153874e+002	
4.007371e+001	5.343915e+000	2.141505e+002	
4.087988e+001	5.146472e+000	2.103872e+002	
4.151958e+001	4.934611e+000	2.048830e+002	
4.203666e+001	4.716591e+000	1.982697e+002	
4.246317e+001	4.497928e+000	1.909963e+002	
4.282155e+001	4.282155e+000	1.833685e+002	
4.312746e+001	4.071495e+000	1.755932e+002	
4.339213e+001	3.867327e+000	1.678116e+002	
4.362368e+001	3.670475e+000	1.601196e+002	
4.382816e+001	3.481394e+000	1.525831e+002	
4.401016e+001	3.300297e+000	1.452466e+002	
4.417324e+001	3.127226e+000	1.381397e+002	
4.432021e+001	2.962115e+000	1.312815e+002	
4.445332e+001	2.804815e+000	1.246833e+002	
4.457426e+001	2.655120e+000	1.183500e+002	
4.468470e+001	2.512805e+000	1.122839e+002	
4.478582e+001	2.377609e+000	1.064832e+002	
4.487867e+001	2.249262e+000	1.009439e+002	
4.496413e+001	2.127484e+000	9.566045e+001	
4.504297e+001	2.011996e+000	9.062626e+001	
4.511584e+001	1.902519e+000	8.583377e+001	
4.518332e+001	1.798780e+000	8.127487e+001	
4.524590e+001	1.700510e+000	7.694110e+001	
4.530401e+001	1.607447e+000	7.282380e+001	
4.535806e+001	1.519338e+000	6.891422e+001	
4.540837e+001	1.435939e+000	6.520364e+001	
4.545527e+001	1.357014e+000	6.168342e+001	
4.549902e+001	1.282337e+000	5.834506e+001	
4.553979e+001	1.211689e+000	5.518005e+001	
4.557794e+001	1.144866e+000	5.218064e+001	
4.561361e+001	1.081669e+000	4.933884e+001	
4.564699e+001	1.021909e+000	4.664707e+001	
4.567825e+001	9.654047e-001	4.409799e+001	
4.570752e+001	9.119849e-001	4.168457e+001	
4.573496e+001	8.614861e-001	3.940003e+001	
4.576069e+001	8.137529e-001	3.723789e+001	
4.578482e+001	7.686375e-001	3.519193e+001	
4.580748e+001	7.259997e-001	3.325621e+001	
