time	powerLoad	powerMOS	V(measure)	I(Load)	Id(MOS)	I(module)	powerModule
0.000000000000000e+000	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593511e-011	4.592511e-001	-2.109116e+001
9.143467235824725e-009	2.093427e+001	6.247247e-002	4.575399e+001	4.575399e-001	1.365400e-003	4.589053e-001	-2.099675e+001
1.828693447164945e-008	2.062254e+001	2.480456e-001	4.541205e+001	4.541205e-001	5.462109e-003	4.595826e-001	-2.087059e+001
2.743040170747418e-008	2.015947e+001	5.518181e-001	4.489929e+001	4.489929e-001	1.229013e-002	4.612831e-001	-2.071128e+001
3.657386894329890e-008	1.955030e+001	9.660896e-001	4.421572e+001	4.421573e-001	2.184946e-002	4.640067e-001	-2.051639e+001
4.571733617912363e-008	1.880206e+001	1.480360e+000	4.336134e+001	4.336134e-001	3.414010e-002	4.677535e-001	-2.028242e+001
5.486080341494836e-008	1.792349e+001	2.081331e+000	4.233614e+001	4.233615e-001	4.916204e-002	4.725235e-001	-2.000482e+001
6.400427065077305e-008	1.692510e+001	2.752904e+000	4.114013e+001	4.114013e-001	6.691530e-002	4.783166e-001	-1.967801e+001
1.280042688407294e-007	9.935571e+000	7.583181e+000	3.152074e+001	3.152074e-001	2.405775e-001	5.557848e-001	-1.751875e+001
1.912721382725684e-007	3.911079e+000	1.019945e+001	1.977645e+001	1.977645e-001	5.157374e-001	7.135084e-001	-1.411067e+001
2.871869418213351e-007	2.320827e-001	5.039724e+000	4.817496e+000	4.817496e-002	1.046129e+000	1.094413e+000	-5.272329e+000
3.713848482480372e-007	2.281764e-004	2.271269e-001	1.510551e-001	1.510551e-003	1.503603e+000	1.505311e+000	-2.273849e-001
4.713253028726935e-007	1.967202e-004	2.830937e-001	1.402570e-001	1.402570e-003	2.018393e+000	2.019994e+000	-2.833183e-001
5.747038304740701e-007	1.875126e-004	3.485752e-001	1.369352e-001	1.369352e-003	2.545548e+000	2.547118e+000	-3.487911e-001
7.700163304740700e-007	1.784283e-004	4.711561e-001	1.335770e-001	1.335770e-003	3.527224e+000	3.528680e+000	-4.713572e-001
9.653288304740700e-007	1.719210e-004	5.884504e-001	1.311187e-001	1.311186e-003	4.487923e+000	4.489217e+000	-5.886296e-001
1.160641330474070e-006	1.660448e-004	6.978108e-001	1.288584e-001	1.288584e-003	5.415331e+000	5.416594e+000	-6.979777e-001
1.355953830474070e-006	1.593860e-004	7.940357e-001	1.262482e-001	1.262482e-003	6.289483e+000	6.290744e+000	-7.941951e-001
1.551266330474070e-006	1.508160e-004	8.689814e-001	1.228072e-001	1.228072e-003	7.075983e+000	7.077210e+000	-8.691322e-001
1.746578830474070e-006	1.394280e-004	9.124025e-001	1.180796e-001	1.180796e-003	7.727009e+000	7.728190e+000	-9.125419e-001
1.941891330474071e-006	1.249081e-004	9.154684e-001	1.117623e-001	1.117623e-003	8.191211e+000	8.192350e+000	-9.155958e-001
2.137203830474071e-006	1.078424e-004	8.759328e-001	1.038472e-001	1.038472e-003	8.434822e+000	8.435916e+000	-8.760464e-001
2.309513548533878e-006	9.148219e-005	8.074142e-001	9.564632e-002	9.564632e-004	8.441665e+000	8.442672e+000	-8.075105e-001
2.483927232952075e-006	7.469286e-005	7.121126e-001	8.642503e-002	8.642504e-004	8.239657e+000	8.240547e+000	-7.121895e-001
2.672816458131210e-006	5.757612e-005	5.930208e-001	7.587893e-002	7.587893e-004	7.815355e+000	7.816125e+000	-5.930792e-001
2.868128958131210e-006	4.209789e-005	4.670901e-001	6.488288e-002	6.488289e-004	7.198973e+000	7.199626e+000	-4.671325e-001
3.063441458131211e-006	2.949833e-005	3.508114e-001	5.431236e-002	5.431236e-004	6.459144e+000	6.459696e+000	-3.508413e-001
3.258753958131211e-006	1.994556e-005	2.530954e-001	4.466045e-002	4.466045e-004	5.667103e+000	5.667578e+000	-2.531166e-001
3.454066458131211e-006	1.320446e-005	1.780776e-001	3.633794e-002	3.633794e-004	4.900598e+000	4.901016e+000	-1.780928e-001
3.649378958131211e-006	8.787174e-006	1.255241e-001	2.964317e-002	2.964317e-004	4.234504e+000	4.234881e+000	-1.255353e-001
3.844691458131210e-006	6.123391e-006	9.238764e-002	2.474549e-002	2.474549e-004	3.733515e+000	3.733859e+000	-9.239617e-002
4.040003958131210e-006	4.679371e-006	7.438987e-002	2.163186e-002	2.163185e-004	3.438904e+000	3.439214e+000	-7.439657e-002
4.213457403275636e-006	4.137336e-006	6.873887e-002	2.034044e-002	2.034044e-004	3.379419e+000	3.379694e+000	-6.874446e-002
4.389224366509990e-006	4.139728e-006	7.174603e-002	2.034632e-002	2.034632e-004	3.526241e+000	3.526495e+000	-7.175121e-002
4.574745268093357e-006	4.616061e-006	8.346256e-002	2.148502e-002	2.148502e-004	3.884686e+000	3.884906e+000	-8.346800e-002
4.770057768093357e-006	5.509474e-006	1.037187e-001	2.347227e-002	2.347227e-004	4.418775e+000	4.418959e+000	-1.037245e-001
4.873946963813288e-006	6.190313e-006	1.190771e-001	2.488034e-002	2.488034e-004	4.785992e+000	4.786225e+000	-1.190833e-001
5.000000000000000e-006	7.129868e-006	1.406002e-001	2.670181e-002	2.670181e-004	5.265569e+000	5.265747e+000	-1.406074e-001
5.082814936325725e-006	8.086327e-006	1.594166e-001	2.843647e-002	2.843647e-004	5.606061e+000	5.606302e+000	-1.594247e-001
5.165629872651448e-006	9.066886e-006	1.787009e-001	3.011127e-002	3.011127e-004	5.934685e+000	5.934978e+000	-1.787100e-001
5.248444808977172e-006	1.006553e-005	1.983347e-001	3.172622e-002	3.172622e-004	6.251443e+000	6.251776e+000	-1.983448e-001
5.331259745302896e-006	1.107646e-005	2.182034e-001	3.328132e-002	3.328131e-004	6.556334e+000	6.556696e+000	-2.182146e-001
5.414074681628620e-006	1.209409e-005	2.381971e-001	3.477656e-002	3.477656e-004	6.849358e+000	6.849736e+000	-2.382093e-001
5.496889617954344e-006	1.311305e-005	2.582098e-001	3.621195e-002	3.621195e-004	7.130515e+000	7.130899e+000	-2.582231e-001
5.579704554280068e-006	1.412819e-005	2.781401e-001	3.758749e-002	3.758748e-004	7.399805e+000	7.400183e+000	-2.781544e-001
5.775017054280067e-006	1.607299e-005	3.163094e-001	4.009113e-002	4.009113e-004	7.889760e+000	7.890174e+000	-3.163262e-001
5.970329554280067e-006	1.728903e-005	3.401655e-001	4.158008e-002	4.158008e-004	8.180973e+000	8.181417e+000	-3.401841e-001
6.165642054280067e-006	1.759218e-005	3.461115e-001	4.194303e-002	4.194303e-004	8.251942e+000	8.252398e+000	-3.461306e-001
6.341960000293510e-006	1.701621e-005	3.348141e-001	4.125071e-002	4.125070e-004	8.116568e+000	8.117014e+000	-3.348326e-001
6.517246460765312e-006	1.569348e-005	3.088628e-001	3.961499e-002	3.961499e-004	7.796615e+000	7.797038e+000	-3.088796e-001
6.712558960765311e-006	1.362300e-005	2.682215e-001	3.690934e-002	3.690934e-004	7.267036e+000	7.267428e+000	-2.682360e-001
6.907871460765311e-006	1.126080e-005	2.218236e-001	3.355712e-002	3.355712e-004	6.610331e+000	6.610681e+000	-2.218354e-001
7.298496460765310e-006	6.861237e-006	1.353083e-001	2.619396e-002	2.619396e-004	5.165630e+000	5.165894e+000	-1.353152e-001
7.493808960765310e-006	5.246399e-006	1.035151e-001	2.290502e-002	2.290502e-004	4.519318e+000	4.519553e+000	-1.035205e-001
7.689121460765310e-006	4.127351e-006	8.146854e-002	2.031588e-002	2.031588e-004	4.010091e+000	4.010310e+000	-8.147299e-002
7.884433960765310e-006	3.487485e-006	6.885642e-002	1.867481e-002	1.867481e-004	3.687129e+000	3.687343e+000	-6.886042e-002
8.079746460765311e-006	3.279608e-006	6.475802e-002	1.810969e-002	1.810969e-004	3.575877e+000	3.576092e+000	-6.476191e-002
8.256870992975538e-006	3.457981e-006	6.827481e-002	1.859565e-002	1.859565e-004	3.671548e+000	3.671766e+000	-6.827886e-002
8.433831095144718e-006	4.012414e-006	7.920347e-002	2.003101e-002	2.003101e-004	3.954043e+000	3.954263e+000	-7.920803e-002
8.629143595144718e-006	5.068394e-006	1.000091e-001	2.251309e-002	2.251309e-004	4.442262e+000	4.442492e+000	-1.000146e-001
8.824456095144719e-006	6.591791e-006	1.300052e-001	2.567448e-002	2.567449e-004	5.063594e+000	5.063850e+000	-1.300119e-001
9.215081095144720e-006	1.075863e-005	2.119562e-001	3.280035e-002	3.280035e-004	6.462009e+000	6.462337e+000	-2.119670e-001
9.410393595144720e-006	1.300617e-005	2.561101e-001	3.606407e-002	3.606407e-004	7.101530e+000	7.101890e+000	-2.561232e-001
9.605706095144721e-006	1.497717e-005	2.948061e-001	3.870035e-002	3.870034e-004	7.617660e+000	7.618051e+000	-2.948215e-001
9.801018595144721e-006	1.636856e-005	3.221097e-001	4.045808e-002	4.045807e-004	7.961566e+000	7.961991e+000	-3.221270e-001
9.996331095144722e-006	1.697996e-005	3.341041e-001	4.120675e-002	4.120675e-004	8.107994e+000	8.108436e+000	-3.341223e-001
1.016620765602197e-005	1.676762e-005	3.299388e-001	4.094829e-002	4.094829e-004	8.057449e+000	8.057885e+000	-3.299566e-001
1.033813727085480e-005	1.583443e-005	3.116297e-001	3.979250e-002	3.979250e-004	7.831368e+000	7.831789e+000	-3.116465e-001
1.053344977085480e-005	1.412842e-005	2.781456e-001	3.758779e-002	3.758779e-004	7.399894e+000	7.400292e+000	-2.781606e-001
1.072876227085480e-005	1.202090e-005	2.367580e-001	3.467117e-002	3.467117e-004	6.828672e+000	6.829036e+000	-2.367706e-001
1.111938727085480e-005	7.735333e-006	1.525092e-001	2.781247e-002	2.781247e-004	5.483482e+000	5.483763e+000	-1.525170e-001
1.131469977085480e-005	6.024573e-006	1.188395e-001	2.454501e-002	2.454501e-004	4.841696e+000	4.841944e+000	-1.188456e-001
1.151001227085480e-005	4.759866e-006	9.393193e-002	2.181712e-002	2.181712e-004	4.305423e+000	4.305651e+000	-9.393690e-002
1.170532477085480e-005	3.956778e-006	7.810740e-002	1.989165e-002	1.989165e-004	3.926642e+000	3.926861e+000	-7.811176e-002
1.190063727085480e-005	3.578617e-006	7.065343e-002	1.891723e-002	1.891723e-004	3.734871e+000	3.735087e+000	-7.065751e-002
1.207126805192575e-005	3.590243e-006	7.088263e-002	1.894794e-002	1.894794e-004	3.740916e+000	3.741131e+000	-7.088671e-002
1.224401936231043e-005	3.946651e-006	7.790783e-002	1.986618e-002	1.986618e-004	3.921631e+000	3.921853e+000	-7.791224e-002
1.243933186231043e-005	4.756310e-006	9.386190e-002	2.180897e-002	2.180897e-004	4.303822e+000	4.304045e+000	-9.386716e-002
1.263464436231043e-005	6.002793e-006	1.184107e-001	2.450060e-002	2.450060e-004	4.832973e+000	4.833200e+000	-1.184171e-001
1.282995686231043e-005	7.673988e-006	1.513025e-001	2.770196e-002	2.770196e-004	5.461795e+000	5.462061e+000	-1.513103e-001
1.322058186231044e-005	1.179535e-005	2.323277e-001	3.434436e-002	3.434436e-004	6.764653e+000	6.764991e+000	-2.323395e-001
1.341589436231044e-005	1.379162e-005	2.715341e-001	3.713708e-002	3.713708e-004	7.311672e+000	7.312035e+000	-2.715482e-001
1.361120686231044e-005	1.536953e-005	3.025074e-001	3.920399e-002	3.920399e-004	7.716239e+000	7.716639e+000	-3.025234e-001
1.380651936231044e-005	1.630373e-005	3.208385e-001	4.037787e-002	4.037788e-004	7.945900e+000	7.946327e+000	-3.208558e-001
1.397916050794299e-005	1.644577e-005	3.236253e-001	4.055338e-002	4.055339e-004	7.980230e+000	7.980660e+000	-3.236428e-001
1.415424430107712e-005	1.589209e-005	3.127621e-001	3.986489e-002	3.986489e-004	7.845553e+000	7.845973e+000	-3.127789e-001
1.432956932985150e-005	1.472485e-005	2.898546e-001	3.837297e-002	3.837297e-004	7.553613e+000	7.554017e+000	-2.898701e-001
1.452488182985150e-005	1.291896e-005	2.543983e-001	3.594296e-002	3.594296e-004	7.077834e+000	7.078210e+000	-2.544118e-001
1.472019432985150e-005	1.086089e-005	2.139667e-001	3.295586e-002	3.295586e-004	6.492523e+000	6.492863e+000	-2.139779e-001
1.511081932985150e-005	6.996222e-006	1.379661e-001	2.645037e-002	2.645037e-004	5.216038e+000	5.216304e+000	-1.379732e-001
1.530613182985150e-005	5.555275e-006	1.095992e-001	2.356963e-002	2.356963e-004	4.650017e+000	4.650258e+000	-1.096049e-001
1.550144432985150e-005	4.545937e-006	8.971764e-002	2.132120e-002	2.132120e-004	4.207907e+000	4.208133e+000	-8.972245e-002
1.569675682985150e-005	3.968348e-006	7.833584e-002	1.992071e-002	1.992071e-004	3.932381e+000	3.932602e+000	-7.834025e-002
1.589206932985150e-005	3.792960e-006	7.487896e-002	1.947552e-002	1.947552e-004	3.844773e+000	3.844995e+000	-7.488328e-002
1.606845170110831e-005	3.983109e-006	7.862679e-002	1.995773e-002	1.995773e-004	3.939666e+000	3.939891e+000	-7.863127e-002
1.625105813120146e-005	4.546829e-006	8.973525e-002	2.132330e-002	2.132330e-004	4.208320e+000	4.208553e+000	-8.974027e-002
1.644637063120146e-005	5.555776e-006	1.096091e-001	2.357069e-002	2.357069e-004	4.650228e+000	4.650452e+000	-1.096151e-001
1.664168313120146e-005	6.974197e-006	1.375328e-001	2.640870e-002	2.640871e-004	5.207859e+000	5.208082e+000	-1.375401e-001
1.703230813120146e-005	1.072146e-005	2.112270e-001	3.274364e-002	3.274364e-004	6.450933e+000	6.451260e+000	-2.112377e-001
1.722762063120146e-005	1.268649e-005	2.498332e-001	3.561810e-002	3.561810e-004	7.014219e+000	7.014577e+000	-2.498460e-001
1.742293313120146e-005	1.437568e-005	2.830010e-001	3.791527e-002	3.791527e-004	7.464038e+000	7.464425e+000	-2.830158e-001
1.761824563120145e-005	1.553444e-005	3.057444e-001	3.941375e-002	3.941375e-004	7.757302e+000	7.757714e+000	-3.057607e-001
1.781355813120145e-005	1.600277e-005	3.149343e-001	4.000346e-002	4.000346e-004	7.872675e+000	7.873099e+000	-3.149512e-001
1.798308351935826e-005	1.576455e-005	3.102600e-001	3.970460e-002	3.970460e-004	7.814209e+000	7.814627e+000	-3.102766e-001
1.815461338644034e-005	1.490853e-005	2.934606e-001	3.861157e-002	3.861157e-004	7.600327e+000	7.600732e+000	-2.934762e-001
1.834992588644034e-005	1.338367e-005	2.635246e-001	3.658369e-002	3.658369e-004	7.203334e+000	7.203717e+000	-2.635386e-001
1.854523838644033e-005	1.151790e-005	2.268775e-001	3.393804e-002	3.393804e-004	6.685051e+000	6.685402e+000	-2.268894e-001
1.893586338644033e-005	7.726899e-006	1.523443e-001	2.779730e-002	2.779730e-004	5.480543e+000	5.480823e+000	-1.523521e-001
1.913117588644033e-005	6.202999e-006	1.223532e-001	2.490582e-002	2.490582e-004	4.912633e+000	4.912885e+000	-1.223594e-001
1.932648838644033e-005	5.069816e-006	1.000384e-001	2.251625e-002	2.251625e-004	4.442943e+000	4.443176e+000	-1.000437e-001
1.952180088644033e-005	4.350900e-006	8.587504e-002	2.085881e-002	2.085881e-004	4.116967e+000	4.117192e+000	-8.587974e-002
1.971711338644033e-005	4.023985e-006	7.943268e-002	2.005987e-002	2.005987e-004	3.959780e+000	3.960002e+000	-7.943713e-002
1.988743990607041e-005	4.060795e-006	8.015816e-002	2.015142e-002	2.015142e-004	3.977793e+000	3.978015e+000	-8.016263e-002
2.005986688172785e-005	4.423120e-006	8.729812e-002	2.103122e-002	2.103122e-004	4.150883e+000	4.151112e+000	-8.730293e-002
2.025517938172784e-005	5.210050e-006	1.028006e-001	2.282554e-002	2.282553e-004	4.503755e+000	4.503994e+000	-1.028062e-001
2.045049188172784e-005	6.387681e-006	1.259889e-001	2.527386e-002	2.527386e-004	4.984949e+000	4.985202e+000	-1.259956e-001
2.064580438172784e-005	7.929892e-006	1.563381e-001	2.816007e-002	2.816006e-004	5.551764e+000	5.552044e+000	-1.563461e-001
2.103642938172784e-005	1.162252e-005	2.289334e-001	3.409182e-002	3.409183e-004	6.715200e+000	6.715539e+000	-2.289451e-001
2.123174188172784e-005	1.336443e-005	2.631474e-001	3.655739e-002	3.655739e-004	7.198198e+000	7.198565e+000	-2.631609e-001
2.142705438172784e-005	1.471239e-005	2.896112e-001	3.835674e-002	3.835674e-004	7.550465e+000	7.550859e+000	-2.896265e-001
2.162236688172784e-005	1.548085e-005	3.046933e-001	3.934571e-002	3.934571e-004	7.744003e+000	7.744416e+000	-3.047095e-001
2.179396481323940e-005	1.555826e-005	3.062124e-001	3.944396e-002	3.944396e-004	7.763226e+000	7.763640e+000	-3.062287e-001
2.196813478441808e-005	1.503079e-005	2.958607e-001	3.876956e-002	3.876956e-004	7.631262e+000	7.631668e+000	-2.958764e-001
2.214777092597139e-005	1.394372e-005	2.745216e-001	3.734129e-002	3.734129e-004	7.351692e+000	7.352082e+000	-2.745362e-001
2.234308342597139e-005	1.232743e-005	2.427813e-001	3.511044e-002	3.511044e-004	6.914789e+000	6.915154e+000	-2.427941e-001
2.253839592597139e-005	1.049477e-005	2.067724e-001	3.239563e-002	3.239563e-004	6.382724e+000	6.383057e+000	-2.067831e-001
2.292902092597139e-005	7.055178e-006	1.391272e-001	2.656158e-002	2.656158e-004	5.237912e+000	5.238179e+000	-1.391343e-001
2.312433342597138e-005	5.766654e-006	1.137624e-001	2.401386e-002	2.401386e-004	4.737364e+000	4.737608e+000	-1.137683e-001
2.331964592597138e-005	4.863350e-006	9.597169e-002	2.205300e-002	2.205300e-004	4.351865e+000	4.352097e+000	-9.597680e-002
2.351495842597138e-005	4.344435e-006	8.574795e-002	2.084331e-002	2.084331e-004	4.113932e+000	4.114157e+000	-8.575264e-002
2.369019539155978e-005	4.208043e-006	8.306026e-002	2.051351e-002	2.051351e-004	4.049051e+000	4.049274e+000	-8.306484e-002
2.386752275752076e-005	4.391413e-006	8.667367e-002	2.095570e-002	2.095570e-004	4.136043e+000	4.136270e+000	-8.667843e-002
2.404616317049263e-005	4.901610e-006	9.672544e-002	2.213958e-002	2.213958e-004	4.368892e+000	4.369129e+000	-9.673072e-002
2.424147567049263e-005	5.828510e-006	1.149804e-001	2.414231e-002	2.414231e-004	4.762610e+000	4.762856e+000	-1.149866e-001
2.443678817049263e-005	7.117638e-006	1.403565e-001	2.667890e-002	2.667890e-004	5.260955e+000	5.261215e+000	-1.403639e-001
2.482741317049263e-005	1.048089e-005	2.064999e-001	3.237421e-002	3.237420e-004	6.378533e+000	6.378852e+000	-2.065104e-001
2.502272567049263e-005	1.223167e-005	2.409006e-001	3.497380e-002	3.497380e-004	6.888030e+000	6.888372e+000	-2.409129e-001
2.521803817049263e-005	1.373584e-005	2.704406e-001	3.706189e-002	3.706189e-004	7.296999e+000	7.297372e+000	-2.704547e-001
2.541335067049263e-005	1.477356e-005	2.908124e-001	3.843639e-002	3.843639e-004	7.566070e+000	7.566469e+000	-2.908278e-001
2.560866317049262e-005	1.520635e-005	2.993067e-001	3.899532e-002	3.899532e-004	7.675452e+000	7.675861e+000	-2.993227e-001
2.577826203915053e-005	1.501590e-005	2.955689e-001	3.875035e-002	3.875035e-004	7.627516e+000	7.627921e+000	-2.955846e-001
2.594990092112646e-005	1.427924e-005	2.811091e-001	3.778788e-002	3.778788e-004	7.439133e+000	7.439526e+000	-2.811239e-001
2.614521342112646e-005	1.294744e-005	2.549593e-001	3.598256e-002	3.598255e-004	7.085635e+000	7.086009e+000	-2.549727e-001
2.634052592112645e-005	1.129914e-005	2.225800e-001	3.361419e-002	3.361419e-004	6.621610e+000	6.621956e+000	-2.225917e-001
2.673115092112645e-005	7.889080e-006	1.555358e-001	2.808751e-002	2.808751e-004	5.537543e+000	5.537826e+000	-1.555437e-001
2.692646342112645e-005	6.488491e-006	1.279740e-001	2.547252e-002	2.547252e-004	5.024002e+000	5.024259e+000	-1.279805e-001
2.712177592112645e-005	5.429996e-006	1.071331e-001	2.330235e-002	2.330235e-004	4.597521e+000	4.597761e+000	-1.071386e-001
2.731708842112645e-005	4.746415e-006	9.366833e-002	2.178627e-002	2.178627e-004	4.299421e+000	4.299652e+000	-9.367337e-002
2.751240092112645e-005	4.427063e-006	8.737635e-002	2.104059e-002	2.104059e-004	4.152752e+000	4.152980e+000	-8.738113e-002
2.768284884600346e-005	4.452141e-006	8.787050e-002	2.110010e-002	2.110010e-004	4.164459e+000	4.164687e+000	-8.787530e-002
2.785540497709512e-005	4.783693e-006	9.440276e-002	2.187166e-002	2.187166e-004	4.316215e+000	4.316448e+000	-9.440787e-002
2.805071747709512e-005	5.507316e-006	1.086558e-001	2.346767e-002	2.346767e-004	4.630020e+000	4.630267e+000	-1.086616e-001
2.824602997709512e-005	6.583789e-006	1.298499e-001	2.565889e-002	2.565889e-004	5.060619e+000	5.060874e+000	-1.298568e-001
2.844134247709512e-005	7.982095e-006	1.573658e-001	2.825260e-002	2.825260e-004	5.569956e+000	5.570226e+000	-1.573739e-001
2.883196747709512e-005	1.129705e-005	2.225394e-001	3.361109e-002	3.361109e-004	6.621011e+000	6.621347e+000	-2.225507e-001
2.902727997709512e-005	1.285305e-005	2.531059e-001	3.585115e-002	3.585115e-004	7.059909e+000	7.060270e+000	-2.531189e-001
2.922259247709511e-005	1.405922e-005	2.767900e-001	3.749562e-002	3.749562e-004	7.381928e+000	7.382313e+000	-2.768045e-001
2.941790497709511e-005	1.475463e-005	2.904413e-001	3.841176e-002	3.841176e-004	7.561260e+000	7.561660e+000	-2.904567e-001
2.958982628126184e-005	1.483928e-005	2.921029e-001	3.852179e-002	3.852179e-004	7.582795e+000	7.583196e+000	-2.921183e-001
2.976427169310095e-005	1.439067e-005	2.832971e-001	3.793504e-002	3.793504e-004	7.467952e+000	7.468346e+000	-2.833120e-001
2.994063853504165e-005	1.346270e-005	2.650780e-001	3.669155e-002	3.669155e-004	7.224498e+000	7.224878e+000	-2.650920e-001
3.013595103504165e-005	1.203981e-005	2.371323e-001	3.469843e-002	3.469844e-004	6.834093e+000	6.834451e+000	-2.371448e-001
3.033126353504165e-005	1.040825e-005	2.050727e-001	3.226183e-002	3.226183e-004	6.356514e+000	6.356843e+000	-2.050834e-001
3.072188853504165e-005	7.284456e-006	1.436398e-001	2.698973e-002	2.698973e-004	5.322018e+000	5.322289e+000	-1.436471e-001
3.091720103504164e-005	6.086525e-006	1.200611e-001	2.467088e-002	2.467088e-004	4.866508e+000	4.866758e+000	-1.200672e-001
3.111251353504164e-005	5.231902e-006	1.032319e-001	2.287335e-002	2.287335e-004	4.513194e+000	4.513432e+000	-1.032373e-001
3.130782603504164e-005	4.739174e-006	9.352593e-002	2.176964e-002	2.176964e-004	4.296163e+000	4.296395e+000	-9.353099e-002
3.150313853504164e-005	4.598138e-006	9.074731e-002	2.144327e-002	2.144327e-004	4.231972e+000	4.232204e+000	-9.075229e-002
3.167894415013772e-005	4.782346e-006	9.437646e-002	2.186858e-002	2.186857e-004	4.315620e+000	4.315855e+000	-9.438160e-002
3.186721153106817e-005	5.312587e-006	1.048210e-001	2.304905e-002	2.304905e-004	4.547738e+000	4.547982e+000	-1.048267e-001
3.206252403106817e-005	6.203697e-006	1.223679e-001	2.490722e-002	2.490722e-004	4.912950e+000	4.913206e+000	-1.223744e-001
3.225783653106816e-005	7.418213e-006	1.462719e-001	2.723640e-002	2.723640e-004	5.370457e+000	5.370722e+000	-1.462795e-001
3.264846153106816e-005	1.048760e-005	2.066326e-001	3.238457e-002	3.238457e-004	6.380588e+000	6.380904e+000	-2.066431e-001
3.284377403106816e-005	1.203986e-005	2.371336e-001	3.469850e-002	3.469850e-004	6.834116e+000	6.834462e+000	-2.371457e-001
3.303908653106816e-005	1.334412e-005	2.627499e-001	3.652960e-002	3.652960e-004	7.192793e+000	7.193163e+000	-2.627635e-001
3.323439903106816e-005	1.421329e-005	2.798152e-001	3.770052e-002	3.770052e-004	7.422051e+000	7.422441e+000	-2.798299e-001
3.342971153106816e-005	1.453594e-005	2.861489e-001	3.812603e-002	3.812602e-004	7.505343e+000	7.505741e+000	-2.861641e-001
3.359928759172428e-005	1.431490e-005	2.818100e-001	3.783504e-002	3.783504e-004	7.448387e+000	7.448780e+000	-2.818249e-001
3.377045818953704e-005	1.361833e-005	2.681343e-001	3.690302e-002	3.690302e-004	7.265917e+000	7.266298e+000	-2.681484e-001
3.396577068953703e-005	1.239792e-005	2.441671e-001	3.521068e-002	3.521068e-004	6.934462e+000	6.934825e+000	-2.441799e-001
3.416108318953703e-005	1.090846e-005	2.149038e-001	3.302795e-002	3.302796e-004	6.506724e+000	6.507062e+000	-2.149150e-001
3.455170818953703e-005	7.849600e-006	1.547597e-001	2.801714e-002	2.801714e-004	5.523751e+000	5.524032e+000	-1.547676e-001
3.474702068953703e-005	6.595292e-006	1.300768e-001	2.568130e-002	2.568130e-004	5.065040e+000	5.065299e+000	-1.300835e-001
3.494233318953703e-005	5.649266e-006	1.114517e-001	2.376818e-002	2.376818e-004	4.689111e+000	4.689355e+000	-1.114574e-001
3.513764568953703e-005	5.045488e-006	9.956034e-002	2.246216e-002	2.246216e-004	4.432357e+000	4.432593e+000	-9.956564e-002
3.533295818953703e-005	4.787853e-006	9.448516e-002	2.188116e-002	2.188116e-004	4.318105e+000	4.318340e+000	-9.449030e-002
3.552209781558542e-005	4.861652e-006	9.593902e-002	2.204916e-002	2.204915e-004	4.351143e+000	4.351379e+000	-9.594424e-002
3.569264501279386e-005	5.218130e-006	1.029609e-001	2.284322e-002	2.284323e-004	4.507282e+000	4.507524e+000	-1.029664e-001
3.588795751279386e-005	5.954834e-006	1.174685e-001	2.440253e-002	2.440253e-004	4.813785e+000	4.814038e+000	-1.174748e-001
3.608327001279386e-005	7.004914e-006	1.381390e-001	2.646680e-002	2.646680e-004	5.219333e+000	5.219599e+000	-1.381463e-001
3.666920751279386e-005	1.132781e-005	2.231444e-001	3.365681e-002	3.365681e-004	6.629992e+000	6.630325e+000	-2.231557e-001
3.686452001279386e-005	1.267352e-005	2.495807e-001	3.559989e-002	3.559989e-004	7.010714e+000	7.011072e+000	-2.495935e-001
3.705983251279386e-005	1.367040e-005	2.691569e-001	3.697350e-002	3.697350e-004	7.279724e+000	7.280103e+000	-2.691709e-001
3.725514501279386e-005	1.419027e-005	2.793635e-001	3.766997e-002	3.766997e-004	7.416080e+000	7.416471e+000	-2.793782e-001
3.742586019346484e-005	1.417476e-005	2.790591e-001	3.764938e-002	3.764938e-004	7.412050e+000	7.412440e+000	-2.790738e-001
3.759869285084391e-005	1.369004e-005	2.695426e-001	3.700005e-002	3.700005e-004	7.284925e+000	7.285306e+000	-2.695567e-001
3.778746228665100e-005	1.272457e-005	2.505834e-001	3.567152e-002	3.567152e-004	7.024746e+000	7.025114e+000	-2.505965e-001
3.798277478665100e-005	1.140053e-005	2.245733e-001	3.376467e-002	3.376467e-004	6.651134e+000	6.651480e+000	-2.245850e-001
3.856871228665099e-005	7.154997e-006	1.410928e-001	2.674883e-002	2.674883e-004	5.274729e+000	5.274997e+000	-1.411000e-001
3.876402478665099e-005	6.121165e-006	1.207435e-001	2.474099e-002	2.474099e-004	4.880303e+000	4.880555e+000	-1.207497e-001
3.895933728665099e-005	5.403663e-006	1.066152e-001	2.324578e-002	2.324578e-004	4.586431e+000	4.586672e+000	-1.066208e-001
3.915464978665099e-005	5.010668e-006	9.887463e-002	2.238452e-002	2.238452e-004	4.417099e+000	4.417334e+000	-9.887991e-002
3.932745153320918e-005	4.944743e-006	9.757602e-002	2.223678e-002	2.223678e-004	4.388047e+000	4.388281e+000	-9.758123e-002
3.950265129084594e-005	5.161943e-006	1.018544e-001	2.271991e-002	2.271991e-004	4.483045e+000	4.483284e+000	-1.018598e-001
3.969653684281588e-005	5.713536e-006	1.127175e-001	2.390300e-002	2.390301e-004	4.715620e+000	4.715871e+000	-1.127235e-001
